id,emp,comp,lastratingdate,left,rating,no_of_ratings,avg_rating,no_of_remarks,avg_remark_length,last,diff_days,month,year,company_id,company_reputation,support,oppose,rem_sup_type,rem_opp_type,last_2_months,last_6_months,last_12_months,num_ratings_2,num_ratings_6
4806,819,wsmblohy,2017-03-20,0,3,6,2.333333333333333,12,43.5,2017-12-03,258.0,3,2017,4,0.18055555555555555,5,7,-100.0,-100.0,2.5,2.5,2.333333333333333,2,2
3919,255,bhqczwkj,2017-02-22,0,4,3,4.0,0,0.0,2017-12-03,284.0,2,2017,10,0.03211009174311927,0,0,-100.0,-100.0,4.0,4.0,4.0,1,2
611,141,yodaczsb,2016-10-10,1,2,2,1.5,0,0.0,2017-12-03,419.0,10,2016,14,0.7808988764044944,0,0,-100.0,-100.0,2.0,1.5,1.5,1,2
2560,64,ujplihug,2016-06-14,0,4,4,3.5,4,53.0,2017-12-03,537.0,6,2016,5,0.1933701657458564,0,4,-100.0,-100.0,4.0,3.5,3.5,1,4
4815,830,wsmblohy,2017-10-03,0,3,3,3.0,0,0.0,2017-12-03,61.0,10,2017,4,0.18055555555555555,0,0,229.07142857142856,0.0,3.0,3.0,3.0,2,3
2482,300,rcwkfavv,2017-03-20,0,3,128,2.5234375,42,136.38095238095238,2017-12-03,258.0,3,2017,7,0.10465116279069768,8,34,202.80147058823533,27.970588235294123,2.25,2.230769230769231,2.4125,4,13
1973,349,phcvroct,2017-01-16,0,4,1,4.0,0,0.0,2017-12-03,321.0,1,2017,1,0.4883227176220807,0,0,-100.0,-100.0,4.0,4.0,4.0,1,1
3354,376,siexkzzo,2017-03-17,0,1,80,2.475,36,96.55555555555556,2017-12-03,261.0,3,2017,15,0.02631578947368421,1,35,154.2621359223301,29.45631067961165,3.333333333333333,2.4285714285714284,2.484848484848485,3,7
3233,199,siexkzzo,2016-02-10,0,3,47,3.1063829787234036,22,90.45454545454544,2017-12-03,662.0,2,2016,15,0.02631578947368421,4,18,136.76470588235293,40.13725490196079,3.333333333333333,3.060606060606061,3.1063829787234036,3,33
4835,850,wsmblohy,2017-03-17,0,3,3,3.6666666666666665,6,115.33333333333331,2017-12-03,261.0,3,2017,4,0.18055555555555555,0,6,85.33333333333333,105.08333333333331,3.6666666666666665,3.6666666666666665,3.6666666666666665,3,3
712,315,yodaczsb,2017-03-17,0,4,3,3.6666666666666665,0,0.0,2017-12-03,261.0,3,2017,14,0.7808988764044944,0,0,-100.0,-100.0,3.5,3.5,3.6666666666666665,2,2
4649,352,wsmblohy,2017-03-17,0,3,12,3.0,0,0.0,2017-12-03,261.0,3,2017,4,0.18055555555555555,0,0,129.57575757575756,22.181818181818183,3.0,3.0,3.0,2,3
2115,655,phcvroct,2016-06-28,0,1,4,1.5,2,39.0,2017-12-03,523.0,6,2016,1,0.4883227176220807,0,2,-100.0,-100.0,3.0,1.5,1.5,1,4
3886,218,bhqczwkj,2017-03-20,0,4,29,3.5517241379310347,10,26.6,2017-12-03,258.0,3,2017,10,0.03211009174311927,2,8,0.0,50.0,4.0,3.9230769230769234,3.615384615384616,1,13
3908,242,bhqczwkj,2017-08-03,0,3,21,3.6190476190476186,10,41.2,2017-12-03,122.0,8,2017,10,0.03211009174311927,2,8,95.0,0.0,3.6666666666666665,3.75,3.5882352941176467,3,4
952,143,ewpvmfbc,2016-08-11,0,3,96,2.8541666666666665,4,26.0,2017-12-03,479.0,8,2016,3,0.06299212598425198,1,3,140.98473282442748,3.2366412213740463,3.2666666666666666,2.8983050847457625,2.8541666666666665,15,59
3731,14,bhqczwkj,2017-03-16,0,2,31,1.6774193548387095,54,91.74074074074076,2017-12-03,262.0,3,2017,10,0.03211009174311927,15,39,135.20833333333334,4.791666666666667,2.0,1.5714285714285714,1.625,2,7
642,186,yodaczsb,2016-05-12,1,4,10,3.2,0,0.0,2017-12-03,570.0,5,2016,14,0.7808988764044944,0,0,-100.0,-100.0,3.125,3.111111111111111,3.2,8,9
3849,173,bhqczwkj,2017-03-17,0,3,96,2.8541666666666665,2,238.0,2017-12-03,261.0,3,2017,10,0.03211009174311927,0,2,51.760683760683754,16.449152542372882,3.0,3.0,2.9183673469387754,2,4
2029,470,phcvroct,2015-08-21,1,3,1,3.0,0,0.0,2017-12-03,835.0,8,2015,1,0.4883227176220807,0,0,123.0,0.0,3.0,3.0,3.0,1,1
2414,193,rcwkfavv,2016-10-13,0,2,16,3.0,22,117.63636363636364,2017-12-03,416.0,10,2016,7,0.10465116279069768,9,13,266.72727272727275,0.0,3.0,3.0,3.0,11,12
2274,9,rcwkfavv,2016-07-10,1,3,6,2.6666666666666665,0,0.0,2017-12-03,511.0,7,2016,7,0.10465116279069768,0,0,-100.0,-100.0,2.6,2.6666666666666665,2.6666666666666665,5,6
880,33,ewpvmfbc,2016-03-11,0,4,4,3.25,0,0.0,2017-12-03,632.0,3,2016,3,0.06299212598425198,0,0,31.5,0.0,3.0,3.0,3.25,3,3
4241,59,jblrepyr,2017-03-14,0,4,73,2.712328767123288,84,94.85714285714286,2017-12-03,264.0,3,2017,2,0.0,0,84,113.49714285714286,35.005714285714284,2.0,1.4,2.7105263157894743,2,5
4047,64,ydqdpmvi,2017-03-20,0,3,270,3.5074074074074075,108,222.48148148148152,2017-12-03,258.0,3,2017,16,0.07453416149068323,6,102,253.74349442379184,24.27667493796526,3.4,3.2,3.0930232558139537,5,15
30,531,bnivzbfi,2017-03-18,0,4,19,3.5789473684210527,8,60.75,2017-12-03,260.0,3,2017,6,0.0661764705882353,0,8,56.64285714285714,2.4642857142857144,4.0,3.8,3.5789473684210527,1,5
176,208,bnivzbfi,2016-03-21,0,4,26,3.3461538461538463,10,40.2,2017-12-03,622.0,3,2016,6,0.0661764705882353,2,8,94.96875,0.625,4.0,3.6,3.3461538461538463,2,5
3945,291,bhqczwkj,2017-03-17,0,3,18,2.5,6,61.33333333333334,2017-12-03,261.0,3,2017,10,0.03211009174311927,1,5,262.0,0.0,2.0,2.5,2.571428571428572,1,2
1314,37,ugldwwzf,2017-06-03,0,3,32,3.375,10,77.8,2017-12-03,183.0,6,2017,17,0.14912280701754385,0,10,85.73076923076924,6.9230769230769225,3.0,3.5,3.375,1,4
1533,33,phcvroct,2016-07-29,0,1,85,1.5764705882352938,18,68.22222222222223,2017-12-03,492.0,7,2016,1,0.4883227176220807,5,13,81.17647058823529,42.117647058823536,1.0,1.0,1.0731707317073171,6,18
755,48,ocsicwng,2017-03-17,0,3,26,2.8846153846153846,0,0.0,2017-12-03,261.0,3,2017,18,0.027027027027027032,0,0,89.66666666666669,57.5,3.0,3.0,3.1,2,3
2524,5,ujplihug,2016-07-15,0,4,16,3.625,8,25.25,2017-12-03,506.0,7,2016,5,0.1933701657458564,0,8,66.7,10.75,3.5,3.5,3.625,2,4
1959,322,phcvroct,2016-10-25,0,3,37,1.7027027027027026,6,21.0,2017-12-03,404.0,10,2016,1,0.4883227176220807,0,6,96.51111111111109,2.8222222222222224,3.0,3.0,1.3333333333333333,1,1
1176,96,iqdwmigj,2017-02-02,0,1,54,1.0185185185185186,20,160.0,2017-12-03,304.0,2,2017,19,0.03669724770642202,1,19,232.97333333333333,8.96,1.0,1.0,1.020408163265306,2,5
2207,900,phcvroct,2016-03-11,1,3,5,2.8,0,0.0,2017-12-03,632.0,3,2016,1,0.4883227176220807,0,0,-100.0,-100.0,3.0,3.0,2.8,1,1
1985,372,phcvroct,2016-01-02,1,1,12,2.25,0,0.0,2017-12-03,701.0,1,2016,1,0.4883227176220807,0,0,55.0,0.0,1.0,1.5,2.25,2,4
3960,314,bhqczwkj,2017-03-15,0,3,6,3.1666666666666665,0,0.0,2017-12-03,263.0,3,2017,10,0.03211009174311927,0,0,415.0,0.0,3.5,3.25,3.1666666666666665,2,4
4559,173,wsmblohy,2017-03-20,0,3,11,3.0,10,19.8,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,10,46.93333333333333,54.06666666666667,3.0,3.0,3.0,1,11
2995,107,ejeyobsm,2016-11-22,0,3,4,3.0,0,0.0,2017-12-03,376.0,11,2016,20,0.0,0,0,-100.0,-100.0,3.0,3.0,3.0,3,3
2785,35,ylpksopb,2017-01-03,0,2,21,2.4285714285714284,0,0.0,2017-12-03,334.0,1,2017,21,0.18867924528301888,0,0,107.5,10.5,2.0,2.0,2.1666666666666665,1,1
400,17,yodaczsb,2014-07-06,1,4,1,4.0,0,0.0,2017-12-03,1246.0,7,2014,14,0.7808988764044944,0,0,-100.0,-100.0,4.0,4.0,4.0,1,1
3978,343,bhqczwkj,2017-03-16,0,4,13,3.9230769230769234,8,23.5,2017-12-03,262.0,3,2017,10,0.03211009174311927,2,6,61.75,0.0,4.0,4.0,3.9230769230769234,1,3
4009,21,ydqdpmvi,2017-03-20,0,3,298,3.3322147651006717,30,126.4,2017-12-03,258.0,3,2017,16,0.07453416149068323,2,28,180.62460567823345,94.97476340694006,3.2,3.125,3.1862745098039214,5,16
3116,51,siexkzzo,2017-05-03,0,2,28,1.8928571428571428,38,53.89473684210525,2017-12-03,214.0,5,2017,15,0.02631578947368421,3,35,125.2894736842105,15.5,2.0,2.0,1.8928571428571428,1,5
1316,40,ugldwwzf,2017-02-28,0,3,76,3.1842105263157894,56,99.21428571428572,2017-12-03,278.0,2,2017,17,0.14912280701754385,11,45,47.33006535947713,10.627450980392156,3.0,2.5,2.9795918367346936,2,4
4202,21,jblrepyr,2017-03-20,0,3,24,2.75,6,328.6666666666667,2017-12-03,258.0,3,2017,2,0.0,0,6,105.2608695652174,3.5434782608695654,3.5,3.5,2.75,2,4
3372,5,fqsozvpv,2017-03-13,0,2,1,2.0,2,72.0,2017-12-03,265.0,3,2017,22,0.0,0,2,-100.0,-100.0,2.0,2.0,2.0,1,1
1115,26,vcqsbirc,2015-02-12,0,3,1,3.0,0,0.0,2017-12-03,1025.0,2,2015,23,0.18181818181818185,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
1902,238,phcvroct,2015-05-14,1,4,6,3.1666666666666665,0,0.0,2017-12-03,934.0,5,2015,1,0.4883227176220807,0,0,-100.0,-100.0,3.333333333333333,3.1666666666666665,3.1666666666666665,3,6
229,271,bnivzbfi,2017-03-20,0,1,135,3.4074074074074074,52,88.92307692307692,2017-12-03,258.0,3,2017,6,0.0661764705882353,6,46,104.91472868217056,38.37984496124031,1.0,1.0,3.189189189189189,1,5
3106,35,siexkzzo,2016-12-21,0,3,66,3.4696969696969697,12,67.16666666666667,2017-12-03,347.0,12,2016,15,0.02631578947368421,2,10,155.38709677419354,43.314516129032256,3.333333333333333,3.5,3.4696969696969697,9,50
2951,55,ejeyobsm,2017-03-17,0,3,145,2.9379310344827587,6,112.33333333333331,2017-12-03,261.0,3,2017,20,0.0,0,6,85.703125,30.390625,2.6666666666666665,2.769230769230769,2.970149253731343,6,13
4219,290,jblrepyr,2017-01-19,0,1,32,3.40625,50,85.88,2017-12-03,318.0,1,2017,2,0.0,0,50,166.64285714285714,19.53846153846154,2.75,3.44,3.3870967741935485,4,25
2460,263,rcwkfavv,2017-03-15,0,4,18,3.4444444444444446,6,107.66666666666669,2017-12-03,263.0,3,2017,7,0.10465116279069768,0,6,228.14285714285717,0.0,4.0,3.5,3.4375,1,6
3529,140,vwcdylha,2016-05-09,0,3,1,3.0,0,0.0,2017-12-03,573.0,5,2016,24,0.07017543859649122,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
1015,232,ewpvmfbc,2016-11-22,0,3,10,3.4,0,0.0,2017-12-03,376.0,11,2016,3,0.06299212598425198,0,0,78.33333333333333,101.97435897435898,3.333333333333333,3.333333333333333,3.4,9,9
4709,508,wsmblohy,2017-03-17,0,3,17,2.8235294117647056,0,0.0,2017-12-03,261.0,3,2017,4,0.18055555555555555,0,0,82.85714285714286,38.0,2.5,2.6,2.8235294117647056,2,5
1078,96,rujnkvse,2017-03-14,0,3,16,3.75,34,31.764705882352942,2017-12-03,264.0,3,2017,25,0.0,5,29,144.38461538461542,0.0,4.0,3.6666666666666665,3.7,1,3
159,184,bnivzbfi,2017-03-20,0,1,133,2.323308270676692,0,0.0,2017-12-03,258.0,3,2017,6,0.0661764705882353,0,0,87.86842105263158,45.157894736842096,1.0,1.0,1.5689655172413792,5,12
4458,26,wsmblohy,2017-03-20,0,1,20,1.55,2,81.0,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,2,116.06542056074768,63.67289719626168,1.5,1.6,1.55,2,5
3435,10,vwcdylha,2016-05-09,0,2,1,2.0,0,0.0,2017-12-03,573.0,5,2016,24,0.07017543859649122,0,0,105.0,0.0,2.0,2.0,2.0,1,1
2005,421,phcvroct,2015-03-19,0,4,12,3.9166666666666665,22,36.09090909090909,2017-12-03,990.0,3,2015,1,0.4883227176220807,9,13,40.73684210526316,0.0,4.0,4.0,3.9166666666666665,1,2
3923,261,bhqczwkj,2017-09-03,0,3,16,3.125,0,0.0,2017-12-03,91.0,9,2017,10,0.03211009174311927,0,0,-100.0,-100.0,3.0,3.0,3.1818181818181817,3,4
1410,174,ugldwwzf,2017-03-20,0,4,15,3.933333333333333,0,0.0,2017-12-03,258.0,3,2017,17,0.14912280701754385,0,0,110.0,21.83333333333333,4.0,4.0,3.933333333333333,3,5
921,104,ewpvmfbc,2016-11-18,0,3,57,2.5964912280701755,14,108.0,2017-12-03,380.0,11,2016,3,0.06299212598425198,0,14,76.12751677852349,41.38255033557047,2.636363636363636,2.5675675675675675,2.5964912280701755,11,37
2182,859,phcvroct,2016-01-10,1,4,47,3.9361702127659575,0,0.0,2017-12-03,693.0,1,2016,1,0.4883227176220807,0,0,137.56666666666666,0.0,4.0,3.9444444444444446,3.9361702127659575,1,36
4808,821,wsmblohy,2017-03-20,0,3,7,3.0,4,26.5,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,4,196.20588235294116,50.529411764705884,3.5,3.0,3.0,2,5
3884,216,bhqczwkj,2016-12-23,0,3,11,3.272727272727273,0,0.0,2017-12-03,345.0,12,2016,10,0.03211009174311927,0,0,-100.0,-100.0,2.5,3.2,3.272727272727273,4,10
259,314,bnivzbfi,2016-09-12,0,4,1,4.0,2,69.0,2017-12-03,447.0,9,2016,6,0.0661764705882353,0,2,-100.0,-100.0,4.0,4.0,4.0,1,1
1416,182,ugldwwzf,2017-03-17,0,4,6,3.333333333333333,2,16.0,2017-12-03,261.0,3,2017,17,0.14912280701754385,0,2,46.0,0.0,3.5,3.5,3.333333333333333,2,2
918,101,ewpvmfbc,2016-11-21,0,2,125,3.576,70,150.31428571428572,2017-12-03,377.0,11,2016,3,0.06299212598425198,5,65,108.9369627507163,21.297994269340972,3.9130434782608696,3.8055555555555554,3.576,23,72
199,236,bnivzbfi,2017-03-20,0,4,94,3.872340425531915,142,95.69014084507042,2017-12-03,258.0,3,2017,6,0.0661764705882353,17,125,159.6038961038961,40.47402597402598,4.0,4.0,3.9090909090909087,1,5
4254,75,jblrepyr,2016-12-11,0,4,7,2.7142857142857144,4,33.5,2017-12-03,357.0,12,2016,2,0.0,0,4,103.91666666666669,306.6666666666667,3.5,3.0,2.7142857142857144,2,5
4268,101,jblrepyr,2017-03-16,0,1,22,2.227272727272727,44,84.81818181818181,2017-12-03,262.0,3,2017,2,0.0,2,42,90.4054054054054,10.324324324324325,1.0,1.0,1.3333333333333333,2,2
4174,222,ydqdpmvi,2017-03-16,0,3,21,3.0476190476190474,0,0.0,2017-12-03,262.0,3,2017,16,0.07453416149068323,0,0,261.8181818181818,18.454545454545453,3.6666666666666665,3.4,3.0476190476190474,3,5
835,161,ocsicwng,2017-06-03,0,4,24,3.5416666666666665,8,70.0,2017-12-03,183.0,6,2017,18,0.027027027027027032,2,6,76.0,0.0,3.0,3.5,3.6666666666666665,1,2
3672,7,lydqevjo,2016-01-31,0,4,1,4.0,0,0.0,2017-12-03,672.0,1,2016,26,0.0,0,0,-100.0,-100.0,4.0,4.0,4.0,1,1
2138,738,phcvroct,2017-02-15,0,3,24,2.0,0,0.0,2017-12-03,291.0,2,2017,1,0.4883227176220807,0,0,175.75,0.0,2.142857142857143,2.0476190476190474,2.0,7,21
4744,579,wsmblohy,2017-03-20,0,3,20,2.75,34,124.35294117647058,2017-12-03,258.0,3,2017,4,0.18055555555555555,1,33,108.7248908296943,34.86899563318777,2.5,2.5,2.75,2,6
1128,2,iqdwmigj,2017-04-02,0,1,55,3.7454545454545456,62,162.03225806451613,2017-12-03,245.0,4,2017,19,0.03669724770642202,9,53,105.95471698113207,19.418867924528307,4.0,4.0,3.695652173913044,2,4
1032,22,rujnkvse,2017-03-20,0,1,50,1.54,0,0.0,2017-12-03,258.0,3,2017,25,0.0,0,0,105.32142857142857,21.0,1.5,1.5,1.54,4,12
3089,17,siexkzzo,2017-03-16,0,4,77,2.8571428571428568,36,49.38888888888889,2017-12-03,262.0,3,2017,15,0.02631578947368421,6,30,137.0,41.06976744186046,3.0,2.6666666666666665,2.696969696969697,3,6
50,40,bnivzbfi,2016-10-25,0,2,2,2.0,0,0.0,2017-12-03,404.0,10,2016,6,0.0661764705882353,0,0,56.0,0.0,2.0,2.0,2.0,2,2
4510,70,wsmblohy,2017-03-20,0,3,11,2.5454545454545454,0,0.0,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,0,289.0,627.0,2.5,2.333333333333333,2.5454545454545454,2,3
1445,34,xccmgbjz,2016-09-12,0,4,2,4.0,4,44.5,2017-12-03,447.0,9,2016,27,0.2325581395348837,0,4,19.0,0.0,4.0,4.0,4.0,2,2
1561,47,phcvroct,2017-03-20,0,2,282,1.5070921985815602,32,177.5625,2017-12-03,258.0,3,2017,1,0.4883227176220807,0,32,175.9911971830986,10.890845070422538,1.8333333333333333,1.8333333333333333,1.8928571428571428,6,12
114,122,bnivzbfi,2017-03-14,0,1,57,2.1052631578947367,42,48.714285714285715,2017-12-03,264.0,3,2017,6,0.0661764705882353,3,39,163.52688172043008,59.548387096774185,1.0,1.0,1.5,2,3
2127,677,phcvroct,2017-02-03,0,2,9,3.2222222222222223,0,0.0,2017-12-03,303.0,2,2017,1,0.4883227176220807,0,0,18.0,0.0,3.2,3.2222222222222223,3.2222222222222223,5,9
3213,170,siexkzzo,2016-11-22,0,2,142,2.8661971830985915,66,90.06060606060606,2017-12-03,376.0,11,2016,15,0.02631578947368421,6,60,155.99748110831234,20.987405541561717,2.806451612903226,2.893805309734513,2.8661971830985915,31,113
1139,21,iqdwmigj,2017-02-20,0,1,43,1.0232558139534884,34,180.64705882352942,2017-12-03,286.0,2,2017,19,0.03669724770642202,2,32,168.13793103448273,12.229885057471266,1.0,1.0,1.0256410256410255,3,6
453,44,yodaczsb,2016-09-16,1,3,64,1.765625,36,19.666666666666668,2017-12-03,443.0,9,2016,14,0.7808988764044944,6,30,44.088888888888896,15.392156862745097,1.6666666666666667,1.6666666666666667,1.765625,3,18
2196,877,phcvroct,2016-09-30,1,1,64,1.0,6,159.66666666666666,2017-12-03,429.0,9,2016,1,0.4883227176220807,0,6,120.0,55.774193548387096,1.0,1.0,1.0,3,49
2381,153,rcwkfavv,2016-09-21,0,3,2,3.0,2,36.0,2017-12-03,438.0,9,2016,7,0.10465116279069768,0,2,-100.0,-100.0,3.0,3.0,3.0,2,2
2376,147,rcwkfavv,2016-11-22,0,4,16,4.0,2,223.0,2017-12-03,376.0,11,2016,7,0.10465116279069768,0,2,129.5,0.0,4.0,4.0,4.0,9,12
2554,57,ujplihug,2016-12-13,0,2,57,1.7192982456140349,2,473.0,2017-12-03,355.0,12,2016,5,0.1933701657458564,0,2,212.03645833333331,44.51041666666666,1.9333333333333331,1.7045454545454546,1.7192982456140349,15,44
1947,298,phcvroct,2015-12-11,1,1,58,2.034482758620689,0,0.0,2017-12-03,723.0,12,2015,1,0.4883227176220807,0,0,-100.0,-100.0,1.75,1.902439024390244,2.034482758620689,4,41
1282,8,ugldwwzf,2017-03-20,0,3,181,3.74585635359116,128,28.859375,2017-12-03,258.0,3,2017,17,0.14912280701754385,20,108,42.99264705882353,20.779411764705888,4.0,4.0,3.8181818181818175,3,10
3366,390,siexkzzo,2017-11-03,0,4,9,3.6666666666666665,8,133.5,2017-12-03,30.0,11,2017,15,0.02631578947368421,0,8,140.27777777777777,9.944444444444443,4.0,3.8,3.6666666666666665,1,5
848,176,ocsicwng,2017-03-17,0,3,10,2.9,0,0.0,2017-12-03,261.0,3,2017,18,0.027027027027027032,0,0,324.25,84.8125,3.5,3.0,2.9,2,5
1360,105,ugldwwzf,2016-12-08,0,2,3,3.0,2,35.0,2017-12-03,360.0,12,2016,17,0.14912280701754385,0,2,-100.0,-100.0,2.0,2.0,3.0,1,1
4541,150,wsmblohy,2017-03-17,0,4,9,3.2222222222222223,0,0.0,2017-12-03,261.0,3,2017,4,0.18055555555555555,0,0,56.63636363636363,133.36363636363637,3.5,3.25,3.2222222222222223,2,4
3390,23,fqsozvpv,2017-03-13,0,3,1,3.0,2,84.0,2017-12-03,265.0,3,2017,22,0.0,2,0,121.625,0.0,3.0,3.0,3.0,1,1
4024,39,ydqdpmvi,2017-03-20,0,3,281,2.9501779359430604,24,76.66666666666667,2017-12-03,258.0,3,2017,16,0.07453416149068323,3,21,264.08235294117645,56.07058823529411,3.0,3.0,2.9696969696969697,6,17
3804,111,bhqczwkj,2017-02-15,0,3,7,3.571428571428572,0,0.0,2017-12-03,291.0,2,2017,10,0.03211009174311927,0,0,-100.0,-100.0,4.0,4.0,3.5,1,2
1014,231,ewpvmfbc,2016-07-10,1,4,13,3.3846153846153846,0,0.0,2017-12-03,511.0,7,2016,3,0.06299212598425198,0,0,-100.0,-100.0,3.4444444444444446,3.4166666666666665,3.3846153846153846,9,12
200,237,bnivzbfi,2017-03-20,0,4,92,3.760869565217391,62,75.03225806451613,2017-12-03,258.0,3,2017,6,0.0661764705882353,9,53,190.6447368421053,62.68421052631579,4.0,4.0,3.8536585365853657,3,5
3037,13,lgqwnfsg,2017-03-17,0,3,31,2.3548387096774195,20,115.1,2017-12-03,261.0,3,2017,28,0.11363636363636365,4,16,72.8888888888889,71.22222222222223,2.0,2.0,2.2962962962962963,2,7
3578,2,ojidyfnn,2016-06-13,0,1,20,1.9,10,132.0,2017-12-03,538.0,6,2016,29,0.017543859649122806,0,10,106.8125,53.1875,1.0,1.0,1.9,2,7
1607,71,phcvroct,2016-09-29,1,3,162,2.4753086419753085,86,132.04651162790694,2017-12-03,430.0,9,2016,1,0.4883227176220807,8,78,169.2340425531915,4.76063829787234,3.0,2.7333333333333334,2.864406779661017,5,30
808,119,ocsicwng,2017-03-17,0,4,38,3.263157894736842,30,32.86666666666667,2017-12-03,261.0,3,2017,18,0.027027027027027032,6,24,19.0,0.0,3.333333333333333,3.1,3.263157894736842,3,10
